55 1485
0 1 84.93707386886884
0 2 55.850823359077566
0 3 84.97326720414534
0 4 75.72136245284271
0 5 28.096277773748284
0 6 33.99091945041122
0 7 48.40164175450966
0 8 96.58584520450614
0 9 56.483157185054964
0 10 53.83005028665855
0 11 37.74848745467779
0 12 32.695112300347866
0 13 31.340428562565023
0 14 32.46230839015192
0 15 37.06659276451834
0 16 71.43928606968396
0 17 36.80699268064618
0 18 60.219555210573816
0 19 20.834759076596036
0 20 79.69515239331633
0 21 46.20885746152982
0 22 43.3030626764397
0 23 59.646387327297504
0 24 57.609178685911715
0 25 40.4548438327236
0 26 33.0261159618729
0 27 45.155725982336186
0 28 56.45252585298628
0 29 28.03946309049462
0 30 73.626137299194
0 31 42.55643453373044
0 32 93.9836949070893
0 33 21.75282463008066
0 34 61.28943155335187
0 35 52.34356710890231
0 36 65.58625732940868
0 37 47.31866747633944
0 38 95.5817308845381
0 39 41.755012559511286
0 40 95.58679777078781
0 41 61.34999112571046
0 42 58.79137615056536
0 43 26.295584978183513
0 44 65.42085557307266
0 45 64.92548331668327
0 46 46.28812005662775
0 47 74.36751709355316
0 48 28.27412080656469
0 49 60.21889598568694
0 50 65.34542075070802
0 51 84.99964680494867
0 52 29.374451741192544
0 53 35.119277895362735
0 54 84.9381298313895
1 2 37.04535090897739
1 3 44.07278966612394
1 4 42.073841955351
1 5 67.43728521395195
1 6 30.376293776071044
1 7 38.791674267483806
1 8 49.743667601312254
1 9 56.65298276364914
1 10 33.9550278443683
1 11 65.48130966763493
1 12 66.58693127361732
1 13 41.02041792435189
1 14 82.34156710270831
1 15 96.0136149888472
1 16 67.69717558921425
1 17 35.55542718037395
1 18 84.10604247557447
1 19 82.64536781748394
1 20 72.11444560371325
1 21 51.00683021365828
1 22 78.06498606043348
1 23 79.26650721730877
1 24 52.409641840783856
1 25 59.786556303307
1 26 75.93239483482549
1 27 65.84560207033586
1 28 93.51479771979442
1 29 65.88733084729351
1 30 95.15636320685827
1 31 69.83655957123766
1 32 50.16285391163527
1 33 58.052101772985274
1 34 53.13733669001011
1 35 84.85651869807734
1 36 82.5060960858668
1 37 33.77627487638131
1 38 51.722129403315705
1 39 88.77618433156015
1 40 58.837328342726
1 41 36.16392364558466
1 42 71.39705121128361
1 43 61.04015833749547
1 44 83.6717004004693
1 45 80.69210374025167
1 46 75.26236518053568
1 47 73.03260026359017
1 48 67.30338443279861
1 49 56.864296421848366
1 50 64.74267002636284
1 51 40.29350833923482
1 52 42.734233900400284
1 53 27.52612640226536
1 54 65.06175448662361
2 3 31.374044241118888
2 4 32.246778853931836
2 5 38.15359321658861
2 6 23.482783065952795
2 7 63.171128849797554
2 8 44.87862363846094
2 9 50.85232517395723
2 10 87.160908120317
2 11 25.426281811500182
2 12 22.421352569872486
2 13 23.018199198425194
2 14 69.26919318082454
2 15 65.856002963188
2 16 56.22416587015341
2 17 37.79445661110166
2 18 36.9372221120836
2 19 75.68819199792884
2 20 74.30909905279363
2 21 26.58739334395368
2 22 44.214702133415706
2 23 94.29415607700395
2 24 54.522027910492156
2 25 91.08701462247855
2 26 54.4067059907021
2 27 40.18779741116769
2 28 96.07459949730568
2 29 64.06864849638038
2 30 20.583042180447315
2 31 68.50959912370175
2 32 85.3822809722617
2 33 57.40971382006305
2 34 58.45388835246436
2 35 60.496463517119906
2 36 26.289427607820606
2 37 22.06303664620713
2 38 71.24666373859985
2 39 53.760043070276716
2 40 39.761546009059884
2 41 31.620462708981243
2 42 26.43802180208441
2 43 21.087845812018358
2 44 26.980360602737026
2 45 63.201687972146246
2 46 28.66853065596346
2 47 47.39108946249409
2 48 89.65069247185346
2 49 57.186478234564966
2 50 58.535044670363064
2 51 70.99806835965536
2 52 63.83436517360189
2 53 20.522508840973437
2 54 45.00254117048901
3 4 81.32511641054465
3 5 29.6927628235946
3 6 40.90180926317856
3 7 96.34555120643054
3 8 33.41731424096723
3 9 86.22877499936239
3 10 47.34962524455317
3 11 39.72030990581808
3 12 89.12934612430746
3 13 43.50071400600105
3 14 97.28298040918617
