65 2080
0 1 60.01572879305782
0 2 79.04496476047774
0 3 72.32828334816953
0 4 30.2905630272501
0 5 26.54846369232974
0 6 41.44232168212369
0 7 58.61992364392143
0 8 24.52601117362064
0 9 44.176097634621534
0 10 88.33165403657559
0 11 95.26347340213812
0 12 63.382118612393896
0 13 69.50400545760661
0 14 98.9005823837125
0 15 74.18035486836015
0 16 42.87277929578578
0 17 90.84509491450395
0 18 85.06448766461016
0 19 61.00428809808193
0 20 78.39401835264059
0 21 81.43715084478086
0 22 72.49703045753544
0 23 45.95016588291018
0 24 76.44880962823052
0 25 40.96168984821372
0 26 91.8155228690388
0 27 26.469352659241856
0 28 26.716748247840147
0 29 73.45752344069378
0 30 59.96770491995565
0 31 54.9658076812123
0 32 59.30535950279592
0 33 34.73837771466756
0 34 46.704023324838026
0 35 51.07877257677032
0 36 50.55858113873206
0 37 98.79198100459038
0 38 85.28963947361859
0 39 73.98882640592537
0 40 46.06398889094234
0 41 39.98074479961482
0 42 37.05480179343194
0 43 44.259655303040645
0 44 44.07095720114371
0 45 43.045093808989215
0 46 45.4805656294122
0 47 35.148943022960395
0 48 34.44001405517853
0 49 96.61984426690684
0 50 41.15427749289137
0 51 74.45272000260651
0 52 32.18918442842536
0 53 33.20531966413292
0 54 22.007588405632255
0 55 72.47064748062365
0 56 57.95036949989516
0 57 63.517474107801426
0 58 50.528951446386536
0 59 74.27248010552863
0 60 77.89660997982064
0 61 77.22463669108237
0 62 97.22584718132549
0 63 97.66450491839214
0 64 52.61542295796072
1 2 62.776078125898174
1 3 41.06047365288457
1 4 76.46836570066571
1 5 66.72249014907419
1 6 47.9035516334367
1 7 56.523413415937995
1 8 24.19106257967508
1 9 82.17206444339207
1 10 59.22051536231464
1 11 75.74540022267229
1 12 28.55185951525055
1 13 44.997511403182884
1 14 42.68573935195239
1 15 40.03600665757343
1 16 83.78702021278829
1 17 42.77239327750537
1 18 86.82476372807297
1 19 77.8993236749269
1 20 87.9791597018682
1 21 63.81287090220069
1 22 21.40368400275775
1 23 49.34422662088343
1 24 71.89170588521391
1 25 80.43458893400599
1 26 78.34542032392433
1 27 69.28295999165323
1 28 61.81745686951552
1 29 23.816292267436037
1 30 68.24949242613593
1 31 62.78643428937845
1 32 60.62700418895693
1 33 66.96003834160072
1 34 47.68439687876387
1 35 39.5237327394187
1 36 37.539067779565926
1 37 36.49094975163608
1 38 54.95336007131537
1 39 48.228156777241864
1 40 87.28014699101976
1 41 71.59698476293065
1 42 89.66099389615928
1 43 36.18358191329489
1 44 56.01232325180146
1 45 45.854622729049204
1 46 36.17808075036821
1 47 31.639783185601633
1 48 72.34422751835626
1 49 95.7872245893554
1 50 83.35922785410686
1 51 65.20897298370363
1 52 46.726518038436176
1 53 96.27787843757847
1 54 63.91009895780481
1 55 88.26784237152637
1 56 91.85518961042395
1 57 30.76380008062614
1 58 21.001070089590613
1 59 70.80163071899042
1 60 61.9404448565852
1 61 63.704623054567115
1 62 43.652045332554735
1 63 93.9060412196802
1 64 87.25425050157436
2 3 50.546734987305456
2 4 25.453462712832504
2 5 82.34658340748753
2 6 81.78752937254862
2 7 68.0986354833115
2 8 85.72477960732272
2 9 82.0572985352143
2 10 32.1976864390808
2 11 20.147307871869238
2 12 76.46928776906842
2 13 29.433694440235854
2 14 80.67699681573374
2 15 21.182372899258716
2 16 22.7816310217953
2 17 50.61592864871989
2 18 78.68480918313165
2 19 62.75115433541143
2 20 43.03511797024668
2 21 78.73557485729012
2 22 56.538706012319835
2 23 43.04142747579245
2 24 70.76225543755419
2 25 30.009544984802325
2 26 52.44870172631244
2 27 48.546384726300325
2 28 73.84424313790508
2 29 42.96345691997697
2 30 73.73004471733385
2 31 73.14080532214639
2 32 93.89257436438902
2 33 51.16917299704605
2 34 64.61381258390591
2 35 26.992912169302656
2 36 71.96508233069943
2 37 58.56945648425186
2 38 85.38654074626287
2 39 54.93628410459051
2 40 31.15723271292074
2 41 82.5610669642997
2 42 25.13324415986153
2 43 48.88198142315481
2 44 82.41008403172077
2 45 46.20105711224673
2 46 56.5986939618092
2 47 49.422758958916575
2 48 52.99892362584728
2 49 88.87334018078509
2 50 60.18222626770025
2 51 34.8825488757684
2 52 43.079471660122664
2 53 98.01547291274838
2 54 66.48107354253341
2 55 85.3063430488593
2 56 26.48481098999752
2 57 69.70027694929252
2 58 64.14440413913046
2 59 37.41770755468374
2 60 63.665517225916275
2 61 52.06896497792915
2 62 59.931427432882
2 63 60.39933897905712
2 64 99.52393476176782
3 4 93.49963945326544
3 5 82.39143012447443
3 6 32.03011281710077
3 7 41.84160238962936
3 8 45.07457041589471
3 9 49.82740803533191
3 10 44.10172627108261
3 11 39.806949713039266
3 12 94.97685535922896
3 13 73.17192776735723
3 14 41.17620002666606
3 15 37.531473789436745
3 16 92.92875475152843
3 17 58.430540384049365
3 18 97.5345832659618
3 19 46.134769361435744
3 20 79.3555764900446
3 21 84.38290728734884
3 22 42.254865809396264
3 23 84.45483562396737
3 24 50.33496993172478
3 25 23.506889606763856
3 26 91.06034084084213
3 27 49.92193219147282
3 28 25.402695491388833
3 29 52.669600272732154
3 30 65.31031623491694
3 31 75.69111871131304
3 32 38.54199743619104
3 33 84.61625475882524
3 34 90.50819644882549
3 35 64.44894763882262
3 36 41.76962845712279
3 37 21.88106429838833
3 38 40.520334098422
3 39 96.49627063704035
3 40 94.63984869756817
3 41 35.20068670215069
3 42 38.84455877071063
3 43 50.275536360859554
3 44 73.78134969172416
3 45 85.83964714269166
3 46 60.79986650013514
3 47 56.94650638951175
3 48 52.65993415452549
3 49 51.168440356588306
3 50 51.71104179471698
3 51 40.15244680578546
3 52 58.06322359371404
3 53 96.80641731902958
3 54 80.69885494324028
3 55 86.37024885713275
3 56 66.69398931221252
3 57 27.14938533790213
3 58 90.89397468388286
3 59 84.71897243041421
3 60 92.14974611966265
3 61 33.10309537439381
3 62 39.19400528387396
3 63 72.37051591621949
3 64 63.35637567082213
4 5 27.178693834909026
4 6 43.79456561980483
4 7 90.3499320252342
4 8 97.42259300539091
4 9 54.968484234319746
4 10 92.89803841630271
4 11 33.11691742038519
4 12 69.36098742528053
4 13 98.9846719242015
4 14 48.627858150621364
4 15 94.42852966896447
4 16 46.51446277610071
4 17 97.53542349086759
4 18 71.19350668834905
4 19 23.44645889938283
4 20 35.812060556472936
4 21 98.05672695623629
4 22 98.86632443268988
4 23 49.31793776679156
4 24 44.45594507174222
4 25 44.60825706790355
4 26 50.26007953840919
4 27 50.220157008600694
4 28 94.91439039566401
4 29 42.5659614065792
4 30 98.18007177347967
4 31 46.25795795442766
4 32 44.227224477584826
4 33 38.04489433959582
4 34 85.95876247521882
4 35 40.99018296967402
4 36 64.21140980102194
4 37 50.533105793238775
4 38 68.91962666344463
4 39 71.53285425642086
4 40 42.10743855483518
4 41 85.85099972061843
4 42 63.80930496532136
4 43 99.74808032640638
4 44 86.43571567947585
4 45 87.33177513990998
4 46 71.50460155993929
4 47 59.692970754165586
4 48 37.07183408081649
4 49 51.789238937179725
4 50 76.62487282980206
4 51 24.07048660226603
4 52 41.76866672468998
4 53 26.84324952891877
4 54 26.70395922059866
4 55 43.64665176896882
4 56 86.66119526532198
4 57 39.49031185536992
4 58 55.0969991704508
4 59 33.08122532104454
4 60 52.741632178283815
4 61 33.88077208551692
4 62 33.93329391653935
4 63 93.03821051545755
4 64 74.67493108395378
5 6 90.71625419524966
5 7 83.96332387110132
5 8 30.244313163530528
5 9 29.31454916269238
5 10 78.69977475125157
5 11 33.57214081323376
5 12 47.284354048977804
5 13 55.33692431301209
5 14 45.37955419130591
5 15 92.02785160544208
5 16 46.12867111409795
5 17 79.2312237314097
5 18 31.62719120688413
5 19 53.660402492984325
5 20 41.25541379865485
5 21 46.19521633820516
5 22 60.659223672811386
5 23 78.47235647238074
5 24 70.08045070710403
5 25 36.73662236348288
5 26 66.60583946854639
5 27 68.54199507116994
5 28 88.56925559543632
5 29 43.92697877602945
5 30 34.67520001637094
5 31 37.32177200959931
5 32 92.32139631978842
5 33 27.137651981469453
5 34 25.347475585783013
5 35 73.66509822143462
5 36 49.92660078142438
5 37 60.06121579518993
5 38 72.75642446021072
5 39 65.11458325278933
5 40 92.43263082155337
5 41 63.673976594855745
5 42 89.11547654747739
5 43 70.32139604417844
5 44 46.263831992177714
5 45 84.32755480838546
5 46 56.21227804306401
5 47 86.57778310972462
5 48 55.71908764257506
5 49 86.20463449700004
5 50 33.19176267923297
5 51 31.988817722419284
5 52 37.57661568590375
5 53 25.89034450884086
5 54 94.39660438357387
5 55 42.41441975616517
5 56 28.30324592557978
5 57 85.55267101508404
5 58 91.26547713606827
5 59 62.28257842902988
5 60 70.06351161804552
5 61 62.45949791335096
5 62 99.10277582944846
5 63 57.077635729725166
5 64 96.38169294244148
6 7 76.3524246831731
6 8 85.21707167305405
6 9 57.65607010908299
6 10 37.88886007514948
6 11 62.17258591504197
6 12 59.06218808290171
6 13 66.72036950140307
6 14 38.522466176431166
6 15 57.54110900183386
