50 1225
0 1 71.18811384025543
0 2 32.975876092379515
0 3 99.90713030697802
0 4 81.54402395712114
0 5 38.22815519790363
0 6 93.0212380167965
0 7 76.66451448834714
0 8 79.09248398865441
0 9 69.34717088026099
0 10 92.5125451917183
0 11 42.84268611899697
0 12 95.8078002885079
0 13 45.52324867131099
0 14 35.33529575907403
0 15 20.058032425675698
0 16 23.641572574551493
0 17 96.48306405282375
0 18 51.008258854372315
0 19 57.83037668306672
0 20 67.7191232771408
0 21 34.58974688834866
0 22 73.77916835357979
0 23 74.50084288925585
0 24 50.72068440881957
0 25 61.52460958278553
0 26 37.07224273058511
0 27 89.04742788647971
0 28 87.20291153126374
0 29 94.22931860539367
0 30 63.250968511450694
0 31 98.42861378324675
0 32 99.88284301039864
0 33 77.40387145776565
0 34 84.64846992100354
0 35 58.96974242228105
0 36 93.8045542628228
0 37 64.71184627758794
0 38 55.57309051188848
0 39 65.72459329044077
0 40 49.76803821952805
0 41 57.99109125822402
0 42 78.47642882947554
0 43 96.05703903797193
0 44 48.89416969413997
0 45 56.77783268397882
0 46 69.75562366748949
0 47 27.740910848330227
0 48 34.23698133864371
0 49 97.8122457141775
1 2 77.90507595337453
1 3 48.4104686642372
1 4 40.42171918760338
1 5 46.99083776697136
1 6 83.90218207803377
1 7 47.27286033576604
1 8 25.063354437894823
1 9 57.482827842549476
1 10 76.93747602629726
1 11 25.019887854982663
1 12 63.52888804744501
1 13 82.25558118516938
1 14 40.034312018329445
1 15 50.89174417657621
1 16 32.84511770202921
1 17 95.35285820443427
1 18 36.88131084148263
1 19 29.5011192898345
1 20 28.211076973057683
1 21 89.02340438981493
1 22 22.250820282728327
1 23 41.65036807482597
1 24 84.82834245692956
1 25 26.00221236493434
1 26 90.88649894852668
1 27 54.35470571078598
1 28 95.12038195119342
1 29 41.04004254793368
1 30 44.12878230513581
1 31 93.58798830890935
1 32 59.01336225006712
1 33 29.54923690214809
1 34 94.3790074416771
1 35 33.22740461760713
1 36 68.64836956584793
1 37 47.86804390813383
1 38 78.89148613029138
1 39 96.57353299384937
1 40 88.26129579478044
1 41 66.15351135723867
1 42 39.087432771377955
1 43 35.953308848656434
1 44 54.08721813539391
1 45 32.751110962844365
1 46 99.05889228215126
1 47 30.92676094024035
1 48 75.82068812406902
1 49 88.11541355769437
2 3 63.534890190044166
2 4 46.83731265526721
2 5 33.51782626827286
2 6 93.98707948508759
2 7 60.09845424807259
2 8 37.28233917877573
2 9 24.615218953522408
2 10 77.67429925327738
2 11 36.40064721288296
2 12 63.4505828458652
2 13 79.74388280930282
2 14 51.47513769198695
2 15 96.71272958100755
2 16 50.35768253368779
2 17 20.10517225235553
2 18 70.11895887842064
2 19 70.6694033119175
2 20 49.98156716320671
2 21 78.75380101510629
2 22 42.09643527521996
2 23 28.005491413309713
2 24 60.02902407352341
2 25 25.867209987840887
2 26 92.49823791915789
2 27 91.75137327679344
2 28 58.96400071230926
2 29 60.067002505112285
2 30 69.26342382637526
2 31 83.70685825612152
2 32 22.561140985170773
2 33 37.03877601576938
2 34 82.06671810359197
2 35 23.6009622400681
2 36 64.59442034924619
2 37 44.82619325019466
2 38 46.50989911013336
2 39 69.15654616622137
2 40 88.703206074664
2 41 29.733262908254694
2 42 24.283912151033
2 43 63.96004147092153
2 44 24.99298268236582
2 45 56.320976493471015
2 46 33.39123759551426
2 47 38.15086260760453
2 48 97.88273939695922
2 49 81.49428748556672
3 4 46.35075608008235
3 5 77.56081293457777
3 6 66.4839040758103
3 7 96.1782927653989
3 8 73.46097001105841
3 9 73.35072262168545
3 10 44.587683197765024
3 11 80.82203873583887
3 12 77.12391530365899
3 13 53.379531513155925
3 14 95.47153343263106
3 15 27.84105860167415
3 16 77.83079546092395
3 17 44.474417478283634
3 18 77.08784129516012
3 19 51.536965140098744
3 20 39.45979090626085
3 21 50.851600151758234
3 22 89.27949306885813
3 23 27.603379018241174
3 24 95.89913060917114
3 25 58.4654069959428
3 26 45.04202399471329
3 27 34.76292006472509
3 28 56.95087992843183
3 29 27.677504200638758
3 30 62.00220610356864
3 31 76.24772197461853
3 32 81.38980346641665
3 33 60.68029810466822
3 34 45.09487672505795
3 35 59.361989784562766
3 36 94.98163149492498
3 37 84.66766051473323
3 38 44.20872604262171
3 39 65.10609318263408
3 40 90.04530321511083
3 41 27.035127319821974
3 42 59.438251902492176
3 43 57.10802588703853
3 44 24.79773340492465
3 45 36.43172756654451
3 46 86.5589271503151
3 47 37.36004978417149
3 48 36.018516917167034
3 49 65.19133900259264
4 5 50.83207507497667
4 6 99.07157894103918
4 7 59.175791031608654
4 8 80.92075659080068
4 9 44.749453414464966
4 10 93.8708865489091
4 11 69.27659545780932
4 12 42.44916084176773
4 13 41.19923439507501
4 14 40.684153810086165
4 15 81.44921728232455
4 16 83.0560475581874
4 17 72.1933452243122
4 18 44.13193539121751
4 19 49.016355175053135
4 20 95.449032822743
4 21 98.27947388620503
4 22 58.24544065217413
4 23 91.17706019784718
4 24 31.73377136468103
4 25 59.51999149910889
4 26 37.889254892495536
4 27 92.08953384244505
4 28 28.67553338714594
4 29 91.90824017923731
4 30 67.60357300071712
4 31 31.99359634036241
4 32 69.05730450963266
4 33 32.51561837799301
4 34 31.036864849789705
4 35 57.670041864253115
4 36 45.420951868418065
4 37 96.9210507973639
4 38 30.970927192530333
4 39 73.10322692548922
4 40 20.224707599127516
4 41 93.6739345520103
4 42 80.95745644316946
4 43 43.81416778036375
4 44 82.50847260498736
4 45 88.53194789449196
4 46 71.92582935877019
4 47 94.87446768772321
4 48 25.533551332758666
4 49 44.502705650874894
5 6 28.96161728055003
5 7 72.27445419841338
5 8 55.982215329964745
5 9 28.95737133569698
5 10 77.80774916414825
5 11 50.98071813720237
5 12 96.33523553181514
5 13 20.954880045519264
5 14 77.75121586739616
