10 45
0 1 83.166854139116
0 2 99.02084368171286
0 3 27.67627782172916
0 4 36.82402903894666
0 5 56.01974879091013
0 6 37.828777506073756
0 7 94.27421512758576
0 8 20.568064333269316
0 9 68.57088861443937
1 2 27.632446979600598
1 3 25.587212375818254
1 4 89.67037307458114
1 5 65.44628570758235
1 6 50.476751579899044
1 7 88.83158566488846
1 8 64.2302673572218
1 9 68.97529506373623
2 3 95.97330082973293
2 4 56.63177267765085
2 5 29.129079490774128
2 6 80.32335154577231
2 7 71.02819513849293
2 8 75.51574993288932
2 9 56.47491673374262
3 4 50.05220992425889
3 5 93.91432158769055
3 6 81.2532790735633
3 7 89.92457916048158
3 8 95.60441657022484
3 9 32.93515717493846
4 5 54.73539750047594
4 6 68.71035765521822
4 7 46.75259810216262
4 8 94.69486068137296
4 9 94.01007139961226
5 6 42.22064541458443
5 7 49.72620042232447
5 8 74.23904705100972
5 9 89.57474568177112
6 7 22.96976761208142
6 8 47.953647656921476
6 9 26.31609431738447
7 8 37.49202540138188
7 9 87.04045470918273
8 9 62.76205221032022
