90 4005
0 1 22.359938059731572
0 2 43.43847811641702
0 3 26.417955183385125
0 4 74.82169506189224
0 5 33.74669238100975
0 6 79.86154303156614
0 7 57.87983643095599
0 8 21.454634545313162
0 9 77.48232545361067
0 10 74.08815164877483
0 11 63.99365792466903
0 12 48.8739043264172
0 13 70.94948788508712
0 14 82.17459639140597
0 15 50.19320967213508
0 16 77.99623151518884
0 17 98.45087788025127
0 18 74.92436060572385
0 19 34.00191523278706
0 20 71.00319037434355
0 21 98.05281448355706
0 22 56.84444219659998
0 23 36.962889007358754
0 24 27.23730749742999
0 25 29.337558445328682
0 26 59.47753543376403
0 27 77.46398523508472
0 28 71.14519083064353
0 29 23.44861129633606
0 30 57.53178656700748
0 31 82.20139315288529
0 32 36.81819012921644
0 33 32.90748171863583
0 34 40.95332186846409
0 35 76.07539798297871
0 36 48.89503378112838
0 37 79.79465322907339
0 38 30.635854844555475
0 39 47.9084558779585
0 40 30.78778076764329
0 41 97.72618206506675
0 42 39.35974451303945
0 43 74.54385323591181
0 44 83.18922746490185
0 45 76.31441983961736
0 46 30.6025180185273
0 47 85.35480914317301
0 48 22.650127527071025
0 49 35.737843907311735
0 50 44.440880111012575
0 51 89.56161909840614
0 52 60.7961301031271
0 53 99.94929356116322
0 54 45.56186928969695
0 55 25.705014435594844
0 56 79.5002614122829
0 57 49.09932131648922
0 58 91.84541072671163
0 59 68.66196140234692
0 60 42.47161002742307
0 61 48.552122337985125
0 62 95.9393652194805
0 63 65.35438918037431
0 64 61.6652183935729
0 65 79.55743138895492
0 66 61.50817700052229
0 67 28.766596131578652
0 68 32.48970110838233
0 69 83.68086158113474
0 70 99.09528586628271
0 71 84.21281785034671
0 72 20.817868036328093
0 73 98.03857506143154
0 74 38.70329787663869
0 75 95.1807183412494
0 76 98.28222583736603
0 77 79.27482584644225
0 78 23.40899886964916
0 79 37.405933789392776
0 80 31.562150477347572
0 81 45.313805744448544
0 82 61.66343203152941
0 83 63.80244878965009
0 84 26.139999760734007
0 85 65.60395486734691
0 86 51.4570803613432
0 87 71.0694972799287
0 88 20.402248031705668
0 89 24.15196455666492
1 2 66.85545186803401
1 3 58.65589110130071
1 4 31.54639328344721
1 5 47.98177522514542
1 6 67.37798688189058
1 7 25.102860167618097
1 8 78.21247787500917
1 9 25.166745886701616
1 10 66.5686591384373
1 11 65.60040616828374
1 12 74.9583607945059
1 13 56.94410316213429
1 14 50.66046669369947
1 15 32.23748397601302
1 16 30.91410857280433
1 17 34.77657233211963
1 18 56.709895835004176
1 19 40.94848245320367
1 20 91.61019097395622
1 21 29.43622606263719
1 22 64.23384792928509
1 23 68.75363147121075
1 24 53.4757427525704
1 25 23.013231736655957
1 26 36.627774342459105
1 27 44.77595504207712
1 28 30.222138324016612
1 29 57.99325564805422
1 30 82.26995092604605
1 31 49.387374260995514
1 32 87.60596287364721
